,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
9,1826550,https://www.airbnb.com/rooms/1826550,20241118024707,2024-11-18,city scrape,Private Room in Canton Townhouse,"Comfortable and private guest room with a queen size bed, desk, couch, TV, attached bathroom and more, located all by itself on the first floor of a 3 story downtown townhome. Enjoy the privacy of staying on your own floor, coming and going as you please using keypad locks and your own personal pass-code while at the same time enjoying all the comforts of home including a kitchen, living/dining area, covered parking, laundry and a rooftop terrace with a downtown view of the Dallas skyline.","The townhouse is conveniently located downtown directly across from the Dallas Farmers Market with easy access to the Business District, Deep Ellum, the Arts District, West End, Convention Center and the DART.",https://a0.muscache.com/pictures/miso/Hosting-1826550/original/b4d0781b-96dc-41e6-8183-4dd0c9f5f292.jpeg,9557710,https://www.airbnb.com/users/show/9557710,Jeff,2013-10-21,"Dallas, TX","Following 15 years tied to a desk, I quit my finance job and decided to take a break from work to go see the world.  I live with my husband Aaron who is a high school Choir Director.  We both share a love of traveling, meeting new people and learning about different places and cultures and for us staying with locals is the only way to travel. During my hiatus from work we are now enjoying the hosting side of Airbnb.  When school is out or on long weekends we will often leave town and rent out our entire home.  When we're in town we rent out our guest room(s).   Collectively, we have visited over 60 countries and nearly all 50 states and are constantly looking for new and exciting places to explore.  We look forward to adding you to our growing list of friends from all over the world whether we are hosting you in our home or visiting yours.  ",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/333a39fc-cc0d-4e5e-a767-bb8f579d1714.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/333a39fc-cc0d-4e5e-a767-bb8f579d1714.jpg?aki_policy=profile_x_medium,Downtown,3,5,"['email', 'phone']",t,t,Neighborhood highlights,District 14,,32.78112,-96.79165,Private room in townhouse,Private room,3,1.0,1 private bath,1.0,1.0,"[""Microwave"", ""Essentials"", ""Body soap"", ""Hair dryer"", ""Heating"", ""Dishwasher"", ""Stainless steel gas stove"", ""Oven"", ""Lock on bedroom door"", ""Blender"", ""Outdoor dining area"", ""Clothing storage: closet and dresser"", ""Bed linens"", ""Free residential garage on premises \u2013 1 space"", ""Sound system with aux"", ""Coffee"", ""Extra pillows and blankets"", ""Pack \u2019n play/Travel crib - available upon request"", ""Self check-in"", ""EV charger - level 2"", ""42 inch HDTV with Amazon Prime Video, Fire TV, Hulu, Netflix, standard cable"", ""Wine glasses"", ""Kitchen"", ""Keypad"", ""Iron"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Conditioner"", ""Dishes and silverware"", ""Paid parking lot off premises"", ""Exterior security cameras on property"", ""Hot water"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Piano"", ""Dedicated workspace"", ""Fire extinguisher"", ""Board games"", ""Portable fans"", ""Smoke alarm"", ""Refrigerator"", ""Hot water kettle"", ""Barbecue utensils"", ""BBQ grill: gas"", ""Rice maker"", ""Shower gel"", ""Freezer"", ""Central air conditioning"", ""Carbon monoxide alarm"", ""Free street parking"", ""Patio or balcony"", ""Dining table"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Free washer \u2013 In unit"", ""Baby safety gates"", ""Shampoo"", ""Long term stays allowed"", ""Bathtub"", ""Hangers"", ""Books and reading material"", ""Ethernet connection"", ""First aid kit"", ""City skyline view"", ""Mini fridge"", ""Ceiling fan"", ""Wifi"", ""Cooking basics"", ""Coffee maker"", ""Cleaning products""]",$90.00,1,28,1,1,1125,1125,1.0,1125.0,,t,12,25,46,46,2024-11-18,649,38,1,2013-11-21,2024-11-01,4.94,4.97,4.97,4.97,4.98,4.9,4.92,,t,3,1,2,0,4.85
43,7047741,https://www.airbnb.com/rooms/7047741,20241118024707,2024-11-18,city scrape,Secluded Treasure in the Heart❤️ of the City,"Need a staycation? Does working poolside sound good? Escape the bustle of Dallas to your own private Guest House located in a garden setting! Unwind poolside or relax in the hot tub. Guest House includes queen bed, full bath, kitchenette, fast WiFi, TV Netflix/Amazon Prime and MORE!  NO CLEANING FEE and no CHECK-OUT CHECKLIST! Check out our discounted weekly/monthly rates! Country in the Heart of the City! <br /><br />NOTE: We use Airnbnb's Advanced Cleaning Protocol.","We are located on a quiet and secluded street in the Forest Hills area of Dallas, two minutes away from White Rock Lake, Dallas' Central Park! Five minutes to Casa Linda Plaza (restaurants, bars, massage, grocery store and shopping). Five minutes to trendy Lakewood (great bars, restaurants and shopping). Ten minutes to Lower Greenville (great bars, restaurants and shopping). <br /><br />Fifteen minutes to downtown Dallas or Uptown.  Quick access to the entire Metroplex via Highway 30 or Loop 12 which are both 3 minutes away. Thirty minutes from Love Field and about 40 minutes away from DFW Airport (longer during rush hour).<br /><br />We are about five minutes away from the Dallas Arboretum, about fifteen minutes away from Fair Park and the Cotton Bowl.  Americans Airlines Center and Dallas Arts District are 20 minutes away.  Arlington, Texas Rangers baseball and Dallas Cowboys football about 40 minutes away (longer during game days and rush hour).",https://a0.muscache.com/pictures/5cfd8b2c-5ba1-4342-9af7-6c6c05cfef51.jpg,36887133,https://www.airbnb.com/users/show/36887133,Vernon,2015-06-27,"Dallas, TX","Married to Lisa for past 30 years. 

High School Orchestra Teacher 30 years, now retired.

Professional Violist.  Performed all over world with many famous musicians. 

Played in the Ray Price band until Ray's death in 2013.

Like to scuba dive, fish, travel, and camp. 

Have 2 dogs and 3 indoor cats.",within an hour,100%,99%,t,https://a0.muscache.com/im/users/36887133/profile_pic/1435525305/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/36887133/profile_pic/1435525305/original.jpg?aki_policy=profile_x_medium,White Rock East,2,2,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,District 9,,32.80841,-96.71194,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Single level home"", ""Microwave"", ""Essentials"", ""Body soap"", ""Hair dryer"", ""Heating"", ""Outdoor dining area"", ""Sun loungers"", ""Pool view"", ""Bed linens"", ""Private entrance"", ""Free driveway parking on premises \u2013 2 spaces"", ""Coffee"", ""Private outdoor pool - available all year, open 24 hours, pool toys"", ""Extra pillows and blankets"", ""Self check-in"", ""Wine glasses"", ""Kitchen"", ""Iron"", ""Lockbox"", ""BBQ grill"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Conditioner"", ""Paid dryer \u2013 In building"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Hot water"", ""Toaster"", ""Dedicated workspace"", ""Fire extinguisher"", ""Laundromat nearby"", ""Board games"", ""Beach essentials"", ""Smoke alarm"", ""Refrigerator"", ""Barbecue utensils"", ""Private backyard \u2013 Fully fenced"", ""Paid washer \u2013 In building"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Free street parking"", ""Patio or balcony"", ""Dining table"", ""Garden view"", ""Outdoor furniture"", ""Pets allowed"", ""Long term stays allowed"", ""Shampoo"", ""Hangers"", ""Books and reading material"", ""First aid kit"", ""Window AC unit"", ""Mini fridge"", ""Private hot tub"", ""HDTV with Amazon Prime Video, Netflix, HBO Max"", ""Ceiling fan"", ""Wifi"", ""Coffee maker"", ""Cleaning products""]",$84.00,3,180,3,3,1125,1125,3.0,1125.0,,t,9,29,56,331,2024-11-18,567,37,3,2015-07-03,2024-10-30,4.96,4.98,4.96,4.99,4.99,4.96,4.94,,t,2,2,0,0,4.96
64,9759515,https://www.airbnb.com/rooms/9759515,20241118024707,2024-11-18,city scrape,Socozyluxe Studio in Uptown / Oak Lawn,"An oasis!  A private studio located in back corner of property with beautiful fencing & landscape paired with a Southern-style porch, rocking chairs, and sheer curtains blowing in the wind.  Sip on your beverage of choice, grab a book, and live each cozy moment!  Located in the heart of an urban, chic neighborhood convenient to everything.<br /><br />Looking for private parking?  You will love the convenience of one reserved/covered parking space behind a privately gated parking area.<br /><br />Welcome y'all!","Set in the heart of Uptown’s trendy dining and nightlife scene, this property is a short walk from the serene Oak Lawn Park. Pay a visit to the Museum of Geometric and MADI Art or attend a Mav's basketball game at the nearby American Airlines Arena.",https://a0.muscache.com/pictures/13ebb356-259c-4074-aede-13e83a9e4d3f.jpg,20205060,https://www.airbnb.com/users/show/20205060,Stan,2014-08-18,"Texas, United States","Stan is a Real Estate Investor and loves all aspects of creating space that energizes your soul.  As the CEO and Chief Creative Officer of Lux | Luxor, Inc, he takes great pride in ensuring clients and guests have an opportunity to experience his design and life philosophy....""Creating and designing inspiring spaces so that you can live your best life""... Attention to detail, luxury, tailored comfort, and fun delivered in a professional, caring, real, and down to earth way. Welcome to Lux | Luxor, Inc!  The Lux Team looks forward to providing you with 5-star service - we like to say 'Allow Me...'

Feel the Spirit!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/e9b4ae6c-d2a9-4f74-91fb-cbce5940b2f2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e9b4ae6c-d2a9-4f74-91fb-cbce5940b2f2.jpg?aki_policy=profile_x_medium,Oak Lawn,3,3,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,District 14,,32.81582,-96.81235,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Single level home"", ""Microwave"", ""Essentials"", ""Body soap"", ""Hair dryer"", ""Heating"", ""Dishwasher"", ""Washer"", ""Oven"", ""Bed linens"", ""Self check-in"", ""Extra pillows and blankets"", ""Smart lock"", ""Kitchen"", ""Iron"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Dedicated workspace"", ""Fire extinguisher"", ""Backyard"", ""TV with standard cable, Netflix"", ""Smoke alarm"", ""Air conditioning"", ""Refrigerator"", ""Hot water kettle"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Free street parking"", ""Patio or balcony"", ""Outdoor furniture"", ""Pets allowed"", ""Long term stays allowed"", ""Shampoo"", ""Hangers"", ""Dryer"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Free parking on premises"", ""Coffee maker"", ""First aid kit""]",$126.00,2,120,2,2,1125,1125,2.0,1125.0,,t,20,26,54,318,2024-11-18,499,34,2,2016-03-13,2024-11-03,4.95,4.95,4.98,4.94,4.97,4.9,4.92,,t,3,3,0,0,4.72
74,11370969,https://www.airbnb.com/rooms/11370969,20241118024707,2024-11-18,city scrape,Historic Apartment with Balcony on Swiss Avenue,"1930s 4plex on Swiss Avenue, East Dallas.  Private apt. Quiet residential street close to downtown, Baylor, Deep Ellum, Greenville, Lakewood, and more.  Fully furnished upstairs apartment with balcony and parking in rear.  700 sq. ft. of space.","Historic District, Walkable Street.  Great location!  Access without all of the traffic and noise.  Short cab ride to Downtown, Lakewood, Fair Park, Deep Ellum, Baylor.  Walking distance to Starbucks, Taco Joint, Jimmy's Italian Food Store, Urbano Cafe, Dallasite, Mai's, and Aldi grocery store.",https://a0.muscache.com/pictures/a009b365-4e11-4467-9544-fba84b8ed542.jpg,21699077,https://www.airbnb.com/users/show/21699077,Elizabeth,2014-09-23,"Dallas, TX","Don and I have lived in historic East Dallas for over 10 years.  We love this part of town and the historic architecture of our area.  We are close to everything, without being in heavy traffic.  We love that we are just a short cab ride or bike ride to Deep Ellum, Baylor, Parks, Bike Trails, Downtown, Uptown, and Lakewood.  My husband and I own and manage our own apartments and live close by.  I'm usually just a text or phone call away.  We recently purchased property and manage some beautiful historic properties in Vicksburg, Mississippi!  Please come visit us in Vicksburg too!  It is a Beautiful charming historic riverfront town!  You will fall in love with the architecture and this charming town!  We sure have!",within an hour,100%,94%,t,https://a0.muscache.com/im/users/21699077/profile_pic/1440775918/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21699077/profile_pic/1440775918/original.jpg?aki_policy=profile_x_medium,Old East Dallas,9,9,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,District 2,,32.7989,-96.77283,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Microwave"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer"", ""Oven"", ""Private entrance"", ""Bed linens"", ""Self check-in"", ""Extra pillows and blankets"", ""Keypad"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Hot water"", ""Dedicated workspace"", ""Fire extinguisher"", ""Backyard"", ""Smoke alarm"", ""Air conditioning"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Free street parking"", ""Patio or balcony"", ""TV with standard cable"", ""Long term stays allowed"", ""Shampoo"", ""Bathtub"", ""Hangers"", ""Dryer"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Free parking on premises"", ""Coffee maker"", ""First aid kit""]",$92.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,0,0,149,2024-11-18,74,3,0,2016-04-01,2024-08-26,4.78,4.8,4.85,4.89,4.91,4.77,4.74,,t,2,2,0,0,0.7
83,11883701,https://www.airbnb.com/rooms/11883701,20241118024707,2024-11-18,previous scrape,Private Room 2 Canton Townhouse,"Comfortable room with a queen size bed and attached private bathroom in a 3 story downtown townhouse. This listing is for my 2nd guest room that is located on the 3rd floor.  Additional details about my home can be found on my primary listing ""Private Room in Downtown Townhouse""","The townhouse is conveniently located downtown directly across from the Dallas Farmers Market with easy access to the Business District, Deep Ellum, the Arts District, West End, Convention Center and the DART.",https://a0.muscache.com/pictures/miso/Hosting-11883701/original/a0f3911a-af89-4636-8f3e-3a402e35b22e.jpeg,9557710,https://www.airbnb.com/users/show/9557710,Jeff,2013-10-21,"Dallas, TX","Following 15 years tied to a desk, I quit my finance job and decided to take a break from work to go see the world.  I live with my husband Aaron who is a high school Choir Director.  We both share a love of traveling, meeting new people and learning about different places and cultures and for us staying with locals is the only way to travel. During my hiatus from work we are now enjoying the hosting side of Airbnb.  When school is out or on long weekends we will often leave town and rent out our entire home.  When we're in town we rent out our guest room(s).   Collectively, we have visited over 60 countries and nearly all 50 states and are constantly looking for new and exciting places to explore.  We look forward to adding you to our growing list of friends from all over the world whether we are hosting you in our home or visiting yours.  ",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/333a39fc-cc0d-4e5e-a767-bb8f579d1714.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/333a39fc-cc0d-4e5e-a767-bb8f579d1714.jpg?aki_policy=profile_x_medium,Downtown,3,5,"['email', 'phone']",t,t,Neighborhood highlights,District 2,,32.77893,-96.79058,Private room in townhouse,Private room,2,,1 private bath,,,"[""Microwave"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer"", ""Oven"", ""Lock on bedroom door"", ""Self check-in"", ""Wifi"", ""Keypad"", ""Kitchen"", ""Iron"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Hot water"", ""Fire extinguisher"", ""Shared patio or balcony"", ""Smoke alarm"", ""Air conditioning"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Free street parking"", ""Pack \u2019n play/Travel crib"", ""TV with standard cable"", ""Shampoo"", ""Hangers"", ""Dryer"", ""City skyline view"", ""Stove"", ""Indoor fireplace"", ""Cooking basics"", ""Coffee maker""]",,1,28,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-11-18,188,15,0,2016-06-26,2024-09-26,4.99,4.98,4.99,4.98,4.99,4.97,4.97,,t,3,1,2,0,1.84
90,12759576,https://www.airbnb.com/rooms/12759576,20241118024707,2024-11-18,city scrape,Ravinia Bungalow,"Amazing in-city hideaway.  Located on a nearly 2-acre property in Dallas' North Oak Cliff neighborhood, 5-10 minutes from the Bishop Arts district and 10-15 minutes from downtown Dallas.",Ravinia Bungalow is set on nearly 2 acres in the historic North Oak Cliff neighborhood of Dallas.  It's a 5-10 minute drive to some of the best restaurants in town.  The Bishop Arts District (a 5-10 minute drive) is renown for it's unique restaurants and shops.,https://a0.muscache.com/pictures/766496c5-2652-4a1e-84ba-069739500e93.jpg,69410401,https://www.airbnb.com/users/show/69410401,Jim,2016-04-28,"Dallas, TX","Designer, artist, traveler",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/afe64a49-cfa4-476b-b05d-30c8bd5a8bcf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/afe64a49-cfa4-476b-b05d-30c8bd5a8bcf.jpg?aki_policy=profile_x_medium,Oak Cliff,1,1,"['email', 'phone']",t,t,Neighborhood highlights,District 1,,32.74218,-96.86933,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Body soap"", ""Hair dryer"", ""Heating"", ""Counter toaster/convedtion oven oven"", ""Outdoor dining area"", ""Private entrance"", ""Bed linens"", ""Wine glasses"", ""Cleaning products"", ""Iron"", ""BBQ grill"", ""Clothing storage"", ""Conditioner"", ""Dishes and silverware"", ""Hot water"", ""Toaster"", ""Fire extinguisher"", ""Backyard"", ""Smoke alarm"", ""Air conditioning"", ""Refrigerator"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Outdoor furniture"", ""Shampoo"", ""Hangers"", ""Mini fridge"", ""Wifi"", ""Free parking on premises"", ""Coffee maker"", ""First aid kit"", ""Host greets you""]",$89.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,10,20,38,283,2024-11-18,899,135,10,2016-06-27,2024-11-09,4.96,4.94,4.93,4.97,4.99,4.92,4.91,,t,1,1,0,0,8.79
102,14109983,https://www.airbnb.com/rooms/14109983,20241118024707,2024-11-18,city scrape,Delightful flat in the heart of Uptown/Oaklawn.,"Funky, Historic  flat in the best possible location. Walking distance to some of DFW's best restaurants, specialty grocery stores and the Katy Trail! Oak Lawn/Cedar Springs  nightlife and The Dallas Arts District  are a short Uber ride away. This comfy apartment is ideal  for anyone wanting to stay in the heart of Dallas or remodeling their home and requires a temporary space. Couples, solo adventurers, business travelers, families and furry friends (pets) are welcome.","This is one of the last remaining 3 original old homes on what was once a boulevard running through what was considered North Dallas. The building was built in 1925 and has had a colourful  past.. Oak Lawn has had many personalities over the decades and remains constantly changing, Vibrant,Creative and Eclectic. Big City activity with a urban neighborhood charm.",https://a0.muscache.com/pictures/20d7dd07-d43d-4cb1-8570-b709667df939.jpg,84990738,https://www.airbnb.com/users/show/84990738,Teresa,2016-07-20,"Dallas, TX",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/fcfddb2f-6504-45dd-bb6c-4e1fed532f91.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcfddb2f-6504-45dd-bb6c-4e1fed532f91.jpg?aki_policy=profile_x_medium,Oak Lawn,1,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,District 14,,32.81481,-96.80844,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,3.0,"[""Microwave"", ""Essentials"", ""Body soap"", ""Hair dryer"", ""Heating"", ""Coffee maker: Keurig coffee machine"", ""Oven"", ""Private entrance"", ""Bed linens"", ""Extra pillows and blankets"", ""Breakfast"", ""Wine glasses"", ""Kitchen"", ""Iron"", ""Clothing storage"", ""Baking sheet"", ""Conditioner"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Hot water"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Fire extinguisher"", ""Portable fans"", ""Smoke alarm"", ""Refrigerator"", ""Hot water kettle"", ""TV"", ""Shower gel"", ""Central air conditioning"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Free street parking"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Long term stays allowed"", ""Shampoo"", ""Hangers"", ""First aid kit"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Free parking on premises"", ""Cleaning products"", ""Host greets you""]",$117.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,13,32,62,324,2024-11-18,539,84,11,2016-10-02,2024-11-15,4.99,4.99,4.99,4.99,5.0,4.91,4.98,,t,1,1,0,0,5.44
105,14341244,https://www.airbnb.com/rooms/14341244,20241118024707,2024-11-18,city scrape,Luxury oasis w/resort amenities Lower Greenville,"Experience tranquility in Central Dallas! This stylish, two-bedroom oasis boasts entertainment galore with a shuffleboard table, Alexa smart hub, and Roku TV. Enjoy nearby conveniences like Starbucks and Whole Foods, then unwind on your private patio or take a dip in the pool. With attention to detail and suitability for short or long-term stays, your getaway awaits!","Our location.<br /><br />We are located in the heart of Dallas in Lakewood. Less than 5 minutes to Lower Greenville and Knox Henderson. Less than 10 minutes to Downtown, Uptown and Deep Ellum.<br /><br />Easy access to major highways, hospitals and businesses.<br /><br />Walking distance to Whole Foods, Starbucks, neighborhood restaurants and more.<br /><br />About the neighborhood.<br /><br />Lakewood is a vibrant neighborhood in Dallas with trees, greenery and historic mansions.<br /><br />A quiet, woody neighborhood less than 15 minutes from Downtown Dallas, Lakewood overlooks beautiful White Rock Lake and is home to the Lakewood Country Club.<br /><br />The area’s homes offer everything from two-bedroom bungalows to vast estates in a variety of architectural styles: Tudor, Colonial, Spanish and French Eclectic are common. Newer homes in the area showcase many different styles including French, Mediterranean, Craftsman, Prairie, and contemporary Mid-Century Modern-styles.<br /><br /",https://a0.muscache.com/pictures/prohost-api/Hosting-14341244/original/df8a31a9-ea7d-4ac1-b1ef-109d16de8aa6.jpeg,23916014,https://www.airbnb.com/users/show/23916014,Braden,2014-11-18,,Welcome to Dallas! I have lived here all my life and know the areas well. I specialize in my local area of Historic communities of East Dallas / Deep Ellum. I strive in making the best experience possible for all my guests.  I welcome all feedback so I can ensure every guest has the best stay possible. Thank you for staying with me.,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/7ea8ee58-a8a1-4bcd-8704-1e1632cb720c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7ea8ee58-a8a1-4bcd-8704-1e1632cb720c.jpg?aki_policy=profile_x_medium,Old East Dallas,82,89,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,District 14,,32.81140549806624,-96.75805930849204,Entire condo,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Single level home"", ""Microwave"", ""Courtyard view"", ""Body soap"", ""Essentials"", ""Fire pit"", ""Hair dryer"", ""Dishwasher"", ""Outdoor dining area"", ""Pool view"", ""Bed linens"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Coffee"", ""Self check-in"", ""Wine glasses"", ""Keypad"", ""Kitchen"", ""Iron"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Conditioner"", ""LAFCO shampoo"", ""Dishes and silverware"", ""Stainless steel oven"", ""Washer \u2013\u00a0In building"", ""Free dryer \u2013 In building"", ""Cleaning available during stay"", ""Toaster"", ""Dedicated workspace"", ""Fire extinguisher"", ""Fast wifi \u2013 342 Mbps"", ""Laundromat nearby"", ""Shared outdoor kitchen"", ""Smoke alarm"", ""Refrigerator"", ""BBQ grill: gas"", ""Coffee maker: drip coffee maker, Nespresso"", ""Private patio or balcony"", ""Shower gel"", ""Freezer"", ""Central air conditioning"", ""Central heating"", ""Carbon monoxide alarm"", ""Free street parking"", ""Dining table"", ""Outdoor furniture"", ""Pets allowed"", ""Paid parking lot on premises"", ""Long term stays allowed"", ""Bathtub"", ""Hangers"", ""Free resort access"", ""Shared outdoor pool - available all year, open specific hours"", ""First aid kit"", ""55 inch HDTV"", ""Crib - available upon request"", ""Ceiling fan"", ""Stove"", ""Indoor fireplace"", ""Cooking basics"", ""Free parking on premises"", ""Cleaning products""]",$107.00,5,1125,5,19,365,365,18.2,365.0,,t,30,60,90,365,2024-11-18,19,7,0,2020-07-17,2024-09-10,4.89,4.79,4.89,4.79,5.0,4.95,4.58,,t,82,82,0,0,0.36
108,14386734,https://www.airbnb.com/rooms/14386734,20241118024707,2024-11-18,city scrape,Dallas at your doorstep! /Private guest suite,"My place is close to public transport, nightlife, and Love Field airport is a mile away so Ideal for those early flights out.   One mile from Medical center, perfect for nurses rotations. One block to DART light rail & three houses away from bus to give fast access almost anywhere.<br />. My listing is for TWO Guest only. Please, don’t show with a “plus three/four people. City of Dallas restrictions are in place for my listing size.",Nice park  close to residence. Great for a morning  jog or a game of hoops. Street parking is your option right in front of house. Very secure neighborhood.,https://a0.muscache.com/pictures/9d9e5567-bf74-4044-bf85-7b8c1deb77e0.jpg,88358457,https://www.airbnb.com/users/show/88358457,Jim,2016-08-06,"Dallas, TX",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6f743745-c149-4149-8e6b-9abb7942f4f7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f743745-c149-4149-8e6b-9abb7942f4f7.jpg?aki_policy=profile_x_medium,Oak Lawn,1,1,"['email', 'phone']",t,t,Neighborhood highlights,District 2,,32.82432,-96.83036,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,"[""Single level home"", ""Microwave"", ""Essentials"", ""Body soap"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Outdoor dining area"", ""Private entrance"", ""Bed linens"", ""Coffee"", ""Self check-in"", ""Extra pillows and blankets"", ""Iron"", ""Lockbox"", ""Luggage dropoff allowed"", ""Conditioner"", ""Dishes and silverware"", ""32 inch HDTV with standard cable"", ""Fast wifi \u2013 52 Mbps"", ""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Refrigerator"", ""Private backyard \u2013 Fully fenced"", ""Central air conditioning"", ""Central heating"", ""Carbon monoxide alarm"", ""Free street parking"", ""Garden view"", ""Outdoor furniture"", ""Shampoo"", ""Clothing storage: closet"", ""Hangers"", ""Mini fridge"", ""Ceiling fan"", ""Private patio or balcony""]",$84.00,1,5,1,2,1125,1125,1.3,1125.0,,t,9,35,65,65,2024-11-18,473,79,7,2016-08-12,2024-11-17,4.96,4.96,4.91,4.99,4.99,4.92,4.96,,t,1,0,1,0,4.7
